nominal_head_id,nominal_head_lemma,nominal_head_upos,dependent_id,dependent_lemma,dependent_upos,dependent_deprel,distance,position,num_dependents_nominal,num_dependents_dependent,ezafe_label,is_verbal,source_file
2.0,astīh,NOUN,4.0,dādār,NOUN,nmod,2.0,after,7,2,1,0,Dk5_B.conllu
2.0,astīh,NOUN,6.0,abdīh,NOUN,conj,4.0,after,7,3,2,0,Dk5_B.conllu
2.0,astīh,NOUN,11.0,sahīgīh,NOUN,conj,9.0,after,7,4,2,0,Dk5_B.conllu
2.0,astīh,NOUN,17.0,pahrēz,NOUN,conj,15.0,after,7,2,2,0,Dk5_B.conllu
2.0,astīh,NOUN,21.0,nēkīh,NOUN,conj,19.0,after,7,2,2,0,Dk5_B.conllu
2.0,astīh,NOUN,24.0,anāgīh,NOUN,conj,22.0,after,7,3,2,0,Dk5_B.conllu
2.0,astīh,NOUN,27.0,yaštārīh,NOUN,conj,25.0,after,7,3,2,0,Dk5_B.conllu
4.0,dādār,NOUN,3.0,ī,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
6.0,abdīh,NOUN,5.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk5_B.conllu
6.0,abdīh,NOUN,9.0,dahišn,NOUN,nmod,3.0,after,2,3,1,0,Dk5_B.conllu
9.0,dahišn,NOUN,7.0,ī,DET,det,2.0,before,2,1,2,0,Dk5_B.conllu
9.0,dahišn,NOUN,8.0,ōy,PRON,nmod,1.0,before,2,1,2,0,Dk5_B.conllu
11.0,sahīgīh,NOUN,10.0,ud,CCONJ,cc,1.0,before,3,1,2,0,Dk5_B.conllu
11.0,sahīgīh,NOUN,13.0,wuzurgīh,NOUN,conj,2.0,after,3,2,2,0,Dk5_B.conllu
11.0,sahīgīh,NOUN,16.0,yazad,NOUN,nmod,5.0,after,3,3,1,0,Dk5_B.conllu
13.0,wuzurgīh,NOUN,12.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
16.0,yazad,NOUN,14.0,ī,DET,det,2.0,before,2,1,2,0,Dk5_B.conllu
16.0,yazad,NOUN,15.0,mēnōy,ADJ,amod,1.0,before,2,1,2,0,Dk5_B.conllu
17.0,pahrēz,NOUN,20.0,dahišn,NOUN,nmod,3.0,after,1,3,1,0,Dk5_B.conllu
20.0,dahišn,NOUN,18.0,ī,DET,det,2.0,before,2,1,2,0,Dk5_B.conllu
20.0,dahišn,NOUN,19.0,gētī,ADJ,amod,1.0,before,2,1,2,0,Dk5_B.conllu
21.0,nēkīh,NOUN,22.0,ohrmazd,PROPN,nmod,1.0,after,1,1,2,0,Dk5_B.conllu
24.0,anāgīh,NOUN,23.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk5_B.conllu
24.0,anāgīh,NOUN,26.0,ahreman,PROPN,nmod,2.0,after,2,2,2,0,Dk5_B.conllu
26.0,ahreman,PROPN,25.0,az1,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
27.0,yaštārīh,NOUN,29.0,stāyīdārīh,NOUN,conj,2.0,after,2,2,2,0,Dk5_B.conllu
27.0,yaštārīh,NOUN,31.0,yazad,NOUN,nmod,4.0,after,2,2,1,0,Dk5_B.conllu
29.0,stāyīdārīh,NOUN,28.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
31.0,yazad,NOUN,30.0,ī,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
2.0,nikōhišnīgīh,NOUN,4.0,dēw,NOUN,nmod,2.0,after,6,2,1,0,Dk5_B.conllu
2.0,nikōhišnīgīh,NOUN,5.0,a-paristišnīh,NOUN,conj,3.0,after,6,2,2,0,Dk5_B.conllu
2.0,nikōhišnīgīh,NOUN,9.0,payrāstagīh,NOUN,conj,7.0,after,6,3,2,0,Dk5_B.conllu
2.0,nikōhišnīgīh,NOUN,16.0,wahišt,PROPN,conj,14.0,after,6,2,2,0,Dk5_B.conllu
2.0,nikōhišnīgīh,NOUN,17.0,dušox,PROPN,conj,15.0,after,6,1,2,0,Dk5_B.conllu
2.0,nikōhišnīgīh,NOUN,18.0,ristāxēz,NOUN,conj,16.0,after,6,1,2,0,Dk5_B.conllu
5.0,a-paristišnīh,NOUN,7.0,uzdēsīh,NOUN,nmod,2.0,after,1,2,1,0,Dk5_B.conllu
7.0,uzdēsīh,NOUN,6.0,ī,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
9.0,payrāstagīh,NOUN,8.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk5_B.conllu
9.0,payrāstagīh,NOUN,12.0,mizd,NOUN,nmod,3.0,after,2,4,1,0,Dk5_B.conllu
12.0,mizd,NOUN,10.0,ī,DET,det,2.0,before,3,1,2,0,Dk5_B.conllu
12.0,mizd,NOUN,11.0,kirbag,NOUN,nmod,1.0,before,3,1,2,0,Dk5_B.conllu
12.0,mizd,NOUN,14.0,puhl,NOUN,conj,2.0,after,3,2,2,0,Dk5_B.conllu
14.0,puhl,NOUN,13.0,wināh,NOUN,nmod,1.0,before,1,1,2,0,Dk5_B.conllu
16.0,wahišt,PROPN,15.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
4.0,kē,PRON,5.0,=iz,ADV,advmod,1.0,after,1,1,2,0,Dk5_B.conllu
7.0,yašt-kird,NOUN,6.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
11.0,iϑā,PROPN,12.0,aṣ̌ǝm-vohū,PROPN,conj,1.0,after,2,1,2,0,Dk5_B.conllu
11.0,iϑā,PROPN,14.0,yaϑā-ahū-vairiiō,PROPN,conj,3.0,after,2,1,2,0,Dk5_B.conllu
2.0,ōšmurišn,NOUN,1.0,abārīg,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
2.0,xwarišn,NOUN,1.0,abar,ADP,case,1.0,before,3,1,2,0,Dk5_B.conllu
2.0,xwarišn,NOUN,14.0,kār,NOUN,advcl,12.0,after,3,5,2,0,Dk5_B.conllu
2.0,xwarišn,NOUN,24.0,āb,NOUN,appos,22.0,after,3,7,1,0,Dk5_B.conllu
6.0,xwēš,PRON,5.0,ī,DET,det,1.0,before,5,1,2,0,Dk5_B.conllu
6.0,xwēš,PRON,8.0,arzānīgīhā,ADV,conj,2.0,after,5,2,2,0,Dk5_B.conllu
6.0,xwēš,PRON,9.0,niyābag-bahr-īhā,ADV,conj,3.0,after,5,1,2,0,Dk5_B.conllu
6.0,xwēš,PRON,11.0,pāk,ADJ,conj,5.0,after,5,2,2,0,Dk5_B.conllu
6.0,xwēš,PRON,13.0,paymānag,NOUN,conj,7.0,after,5,2,2,0,Dk5_B.conllu
13.0,paymānag,NOUN,12.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
14.0,kār,NOUN,3.0,kū,SCONJ,mark,11.0,before,4,1,2,0,Dk5_B.conllu
14.0,kār,NOUN,4.0,ān,DET,det,10.0,before,4,1,2,0,Dk5_B.conllu
14.0,kār,NOUN,6.0,xwēš,PRON,amod,8.0,before,4,6,1,0,Dk5_B.conllu
14.0,kār,NOUN,16.0,§,NOUN,nmod,2.0,after,4,3,1,0,Dk5_B.conllu
16.0,§,NOUN,15.0,ī,DET,det,1.0,before,2,1,2,0,Dk5_B.conllu
16.0,§,NOUN,22.0,h-,VERB,acl:relcl,6.0,after,2,5,1,1,Dk5_B.conllu
20.0,ōy,PRON,19.0,az1,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
24.0,āb,NOUN,23.0,ī,SCONJ,det,1.0,before,6,1,2,0,Dk5_B.conllu
24.0,āb,NOUN,26.0,urwar,NOUN,conj,2.0,after,6,4,2,0,Dk5_B.conllu
24.0,āb,NOUN,36.0,gōšt,NOUN,conj,12.0,after,6,6,1,0,Dk5_B.conllu
24.0,āb,NOUN,64.0,pēm,NOUN,conj,40.0,after,6,3,2,0,Dk5_B.conllu
24.0,āb,NOUN,68.0,māyēnišn,NOUN,conj,44.0,after,6,3,2,0,Dk5_B.conllu
24.0,āb,NOUN,73.0,abārīg,PRON,conj,49.0,after,6,3,2,0,Dk5_B.conllu
26.0,urwar,NOUN,25.0,ud,CCONJ,cc,1.0,before,3,1,2,0,Dk5_B.conllu
26.0,urwar,NOUN,28.0,bar,NOUN,conj,2.0,after,3,2,2,0,Dk5_B.conllu
26.0,urwar,NOUN,30.0,xwarišn-īg,ADJ,amod,4.0,after,3,3,1,0,Dk5_B.conllu
28.0,bar,NOUN,27.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
33.0,meh-dādestānīh,NOUN,31.0,ī,DET,det,2.0,before,2,1,2,0,Dk5_B.conllu
33.0,meh-dādestānīh,NOUN,32.0,pad,ADP,case,1.0,before,2,1,2,0,Dk5_B.conllu
36.0,gōšt,NOUN,34.0,ī,DET,det,2.0,before,5,1,2,0,Dk5_B.conllu
36.0,gōšt,NOUN,35.0,az1,ADP,case,1.0,before,5,1,2,0,Dk5_B.conllu
36.0,gōšt,NOUN,39.0,ēwēnag,NOUN,nmod,3.0,after,5,3,1,0,Dk5_B.conllu
36.0,gōšt,NOUN,41.0,srādag,NOUN,appos,5.0,after,5,2,2,0,Dk5_B.conllu
36.0,gōšt,NOUN,46.0,murw,NOUN,nmod,10.0,after,5,5,2,0,Dk5_B.conllu
39.0,ēwēnag,NOUN,37.0,ī,DET,det,2.0,before,2,1,2,0,Dk5_B.conllu
39.0,ēwēnag,NOUN,38.0,panǰ,NUM,nummod,1.0,before,2,1,2,0,Dk5_B.conllu
41.0,srādag,NOUN,40.0,gōspand,NOUN,nmod,1.0,before,1,1,2,0,Dk5_B.conllu
46.0,murw,NOUN,43.0,az1,ADP,case,3.0,before,4,2,2,0,Dk5_B.conllu
46.0,murw,NOUN,44.0,ān,DET,det,2.0,before,4,1,2,0,Dk5_B.conllu
46.0,murw,NOUN,45.0,se,NUM,nummod,1.0,before,4,1,2,0,Dk5_B.conllu
46.0,murw,NOUN,50.0,sār,NOUN,acl:relcl,4.0,after,4,7,1,0,Dk5_B.conllu
50.0,sār,NOUN,47.0,ī,SCONJ,mark,3.0,before,6,1,2,0,Dk5_B.conllu
50.0,sār,NOUN,48.0,h-,AUX,cop,2.0,before,6,1,2,1,Dk5_B.conllu
50.0,sār,NOUN,52.0,gar,NOUN,nmod,2.0,after,6,2,1,0,Dk5_B.conllu
50.0,sār,NOUN,54.0,warāγ,NOUN,conj,4.0,after,6,3,2,0,Dk5_B.conllu
50.0,sār,NOUN,58.0,dālman,NOUN,conj,8.0,after,6,2,2,0,Dk5_B.conllu
50.0,sār,NOUN,60.0,§,VERB,advcl,10.0,after,6,3,2,1,Dk5_B.conllu
52.0,gar,NOUN,51.0,ī,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
54.0,warāγ,NOUN,53.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk5_B.conllu
54.0,warāγ,NOUN,56.0,syā,ADJ,amod,2.0,after,2,2,1,0,Dk5_B.conllu
58.0,dālman,NOUN,57.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
64.0,pēm,NOUN,63.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk5_B.conllu
64.0,pēm,NOUN,67.0,gōspand,NOUN,nmod,3.0,after,2,3,1,0,Dk5_B.conllu
67.0,gōspand,NOUN,65.0,ī,DET,det,2.0,before,2,1,2,0,Dk5_B.conllu
67.0,gōspand,NOUN,66.0,awēšān,DET,det,1.0,before,2,1,2,0,Dk5_B.conllu
68.0,māyēnišn,NOUN,70.0,pāk,ADJ,amod,2.0,after,2,2,1,0,Dk5_B.conllu
68.0,māyēnišn,NOUN,71.0,a-mast-īhā,ADV,advmod,3.0,after,2,1,2,0,Dk5_B.conllu
73.0,abārīg,PRON,72.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk5_B.conllu
73.0,abārīg,PRON,77.0,mehmān,ADJ,acl:relcl,4.0,after,2,3,1,0,Dk5_B.conllu
76.0,xwarišn,NOUN,75.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
1.0,anā-xwarišn,NOUN,3.0,harw,PRON,advcl,2.0,after,1,4,2,0,Dk5_B.conllu
3.0,harw,PRON,2.0,kū,SCONJ,mark,1.0,before,3,1,2,0,Dk5_B.conllu
3.0,harw,PRON,7.0,abāz-waštag,ADJ,acl:relcl,4.0,after,3,3,2,0,Dk5_B.conllu
3.0,harw,PRON,9.0,paywand,NOUN,obl,6.0,after,3,7,2,0,Dk5_B.conllu
6.0,xwarišn,NOUN,5.0,ō,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
9.0,paywand,NOUN,8.0,čiyōn,ADP,case,1.0,before,6,1,2,0,Dk5_B.conllu
9.0,paywand,NOUN,10.0,mardōm,NOUN,nmod,1.0,after,6,4,2,0,Dk5_B.conllu
9.0,paywand,NOUN,15.0,nasā,NOUN,conj,6.0,after,6,1,2,0,Dk5_B.conllu
9.0,paywand,NOUN,17.0,xrafstar,NOUN,conj,8.0,after,6,2,2,0,Dk5_B.conllu
9.0,paywand,NOUN,20.0,hixr,NOUN,conj,11.0,after,6,4,2,0,Dk5_B.conllu
9.0,paywand,NOUN,25.0,harw,PRON,conj,16.0,after,6,4,2,0,Dk5_B.conllu
10.0,mardōm,NOUN,11.0,sag,NOUN,conj,1.0,after,3,1,2,0,Dk5_B.conllu
10.0,mardōm,NOUN,13.0,rōbāh,NOUN,conj,3.0,after,3,2,2,0,Dk5_B.conllu
10.0,mardōm,NOUN,14.0,abārīg,PRON,conj,4.0,after,3,1,2,0,Dk5_B.conllu
13.0,rōbāh,NOUN,12.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
17.0,xrafstar,NOUN,16.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
20.0,hixr,NOUN,18.0,ud,CCONJ,cc,2.0,before,3,1,2,0,Dk5_B.conllu
20.0,hixr,NOUN,19.0,hammis,ADV,advmod,1.0,before,3,1,2,0,Dk5_B.conllu
20.0,hixr,NOUN,22.0,zahr,NOUN,conj,2.0,after,3,2,2,0,Dk5_B.conllu
22.0,zahr,NOUN,21.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
25.0,harw,PRON,23.0,ud,CCONJ,cc,2.0,before,3,1,2,0,Dk5_B.conllu
25.0,harw,PRON,24.0,hangirdīg,ADJ,advmod,1.0,before,3,1,2,0,Dk5_B.conllu
25.0,harw,PRON,27.0,rēman,ADJ,acl:relcl,2.0,after,3,3,2,0,Dk5_B.conllu
29.0,zyāngār,NOUN,28.0,ayāb,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
2.0,brahmag,NOUN,1.0,abar,ADP,case,1.0,before,2,1,2,0,Dk5_B.conllu
2.0,brahmag,NOUN,7.0,a-wizīrišnīg,ADJ,advcl,5.0,after,2,7,1,0,Dk5_B.conllu
9.0,ēbyāstišnīh,NOUN,8.0,čiyōn,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
12.0,šabīg,NOUN,13.0,tōf,NOUN,nmod,1.0,after,2,2,2,0,Dk5_B.conllu
12.0,šabīg,NOUN,16.0,kirbag,NOUN,nmod,4.0,after,2,2,2,0,Dk5_B.conllu
13.0,tōf,NOUN,14.0,ēw,NUM,nummod,1.0,after,1,1,2,0,Dk5_B.conllu
16.0,kirbag,NOUN,15.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
4.0,šabīg,NOUN,3.0,ham,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
2.0,čār,NOUN,1.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
1.0,sarmāg,NOUN,3.0,garmāg,NOUN,conj,2.0,after,1,2,2,0,Dk5_B.conllu
3.0,garmāg,NOUN,2.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
5.0,kār,NOUN,4.0,ō,ADP,case,1.0,before,3,1,2,0,Dk5_B.conllu
5.0,kār,NOUN,7.0,pēšag,NOUN,conj,2.0,after,3,2,2,0,Dk5_B.conllu
5.0,kār,NOUN,9.0,§,NOUN,conj,4.0,after,3,2,2,0,Dk5_B.conllu
7.0,pēšag,NOUN,6.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
9.0,§,NOUN,8.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
4.0,brahmag,NOUN,2.0,pad,ADP,case,2.0,before,3,1,2,0,Dk5_B.conllu
4.0,brahmag,NOUN,3.0,=iz,ADV,advmod,1.0,before,3,1,2,0,Dk5_B.conllu
4.0,brahmag,NOUN,6.0,an-ēwēn,ADJ,amod,2.0,after,3,2,1,0,Dk5_B.conllu
4.0,kār,NOUN,3.0,ō,ADP,case,1.0,before,2,1,2,0,Dk5_B.conllu
4.0,kār,NOUN,6.0,tis,NOUN,conj,2.0,after,2,2,2,0,Dk5_B.conllu
6.0,tis,NOUN,5.0,abārīg,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
14.0,frārōn-rāyēnišnīh,NOUN,13.0,andar,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
2.0,čandīh,NOUN,1.0,abar,ADP,case,1.0,before,3,1,2,0,Dk5_B.conllu
2.0,čandīh,NOUN,4.0,xwāstag,NOUN,nmod,2.0,after,3,3,1,0,Dk5_B.conllu
2.0,čandīh,NOUN,17.0,dāštan,VERB,advcl,15.0,after,3,7,2,1,Dk5_B.conllu
4.0,xwāstag,NOUN,3.0,ī,DET,det,1.0,before,2,1,2,0,Dk5_B.conllu
4.0,xwāstag,NOUN,5.0,zan-dāštan,NOUN,conj,1.0,after,2,1,2,0,Dk5_B.conllu
7.0,xwāstag,NOUN,9.0,frārōnīh,NOUN,orphan,2.0,after,2,2,2,0,Dk5_B.conllu
7.0,xwāstag,NOUN,11.0,aǰomā,ADJ,orphan,4.0,after,2,3,2,0,Dk5_B.conllu
9.0,frārōnīh,NOUN,8.0,az1,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
15.0,warz,NOUN,14.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
3.0,kirbag,NOUN,2.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
7.0,čagar,NOUN,6.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
11.0,paristār,NOUN,10.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
3.0,paymānag,NOUN,2.0,dāštan,NOUN,nmod,1.0,before,1,1,2,0,Dk5_B.conllu
1.0,ān,PRON,4.0,rāh,NOUN,nmod,3.0,after,1,4,1,0,Dk5_B.conllu
4.0,rāh,NOUN,2.0,ī,DET,det,2.0,before,3,1,2,0,Dk5_B.conllu
4.0,rāh,NOUN,3.0,pad,ADP,case,1.0,before,3,1,2,0,Dk5_B.conllu
4.0,rāh,NOUN,6.0,nē-pādixšāyīh,NOUN,nmod,2.0,after,3,2,1,0,Dk5_B.conllu
6.0,nē-pādixšāyīh,NOUN,5.0,ī,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
9.0,māh,NOUN,8.0,harw,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
11.0,bār,NOUN,1.0,ān,PRON,nsubj,10.0,before,3,2,2,0,Dk5_B.conllu
11.0,bār,NOUN,9.0,māh,NOUN,nmod,2.0,before,3,2,2,0,Dk5_B.conllu
11.0,bār,NOUN,10.0,ēw,NUM,nummod,1.0,before,3,1,2,0,Dk5_B.conllu
3.0,čār,NOUN,2.0,pad,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
2.0,dāšn,NOUN,1.0,abar,ADP,case,1.0,before,2,1,2,0,Dk5_B.conllu
2.0,dāšn,NOUN,6.0,was,ADV,advcl,4.0,after,2,3,2,0,Dk5_B.conllu
5.0,ēwēnag,NOUN,4.0,ōy,PRON,nmod,1.0,before,1,1,2,0,Dk5_B.conllu
5.0,ēn,PRON,4.0,nāmčišt,ADV,advmod,1.0,before,2,1,2,0,Dk5_B.conllu
5.0,ēn,PRON,7.0,frāxīh,NOUN,nmod,2.0,after,2,6,2,0,Dk5_B.conllu
7.0,frāxīh,NOUN,6.0,ō,ADP,case,1.0,before,5,1,2,0,Dk5_B.conllu
7.0,frāxīh,NOUN,8.0,arzānīgān,NOUN,nmod,1.0,after,5,1,2,0,Dk5_B.conllu
7.0,frāxīh,NOUN,9.0,wuzurgīhišn-īhā,ADV,advmod,2.0,after,5,1,2,0,Dk5_B.conllu
7.0,frāxīh,NOUN,14.0,dēnīg,NOUN,conj,7.0,after,5,4,2,0,Dk5_B.conllu
7.0,frāxīh,NOUN,19.0,hudēn,NOUN,conj,12.0,after,5,5,2,0,Dk5_B.conllu
11.0,ruwān,NOUN,12.0,rāy,ADP,case,1.0,after,1,1,2,0,Dk5_B.conllu
14.0,dēnīg,NOUN,10.0,ud,CCONJ,cc,4.0,before,3,1,2,0,Dk5_B.conllu
14.0,dēnīg,NOUN,11.0,ruwān,NOUN,nmod,3.0,before,3,2,2,0,Dk5_B.conllu
14.0,dēnīg,NOUN,13.0,ō,ADP,case,1.0,before,3,1,2,0,Dk5_B.conllu
19.0,hudēn,NOUN,15.0,wēš,ADV,advmod,4.0,before,4,1,2,0,Dk5_B.conllu
19.0,hudēn,NOUN,16.0,ō,ADP,case,3.0,before,4,1,2,0,Dk5_B.conllu
19.0,hudēn,NOUN,17.0,kadāmag,DET,det,2.0,before,4,1,2,0,Dk5_B.conllu
19.0,hudēn,NOUN,18.0,=iz,ADV,advmod,1.0,before,4,1,2,0,Dk5_B.conllu
1.0,ān,PRON,4.0,rāh,NOUN,nmod,3.0,after,5,4,1,0,Dk5_B.conllu
1.0,ān,PRON,8.0,suy,NOUN,conj,7.0,after,5,2,2,0,Dk5_B.conllu
1.0,ān,PRON,10.0,tišn,NOUN,conj,9.0,after,5,2,2,0,Dk5_B.conllu
1.0,ān,PRON,12.0,sarmāg,NOUN,conj,11.0,after,5,2,2,0,Dk5_B.conllu
1.0,ān,PRON,14.0,garmāg,NOUN,conj,13.0,after,5,2,2,0,Dk5_B.conllu
8.0,suy,NOUN,7.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
10.0,tišn,NOUN,9.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
12.0,sarmāg,NOUN,11.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
14.0,garmāg,NOUN,13.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
3.0,bar,NOUN,2.0,az1,ADP,case,1.0,before,4,1,2,0,Dk5_B.conllu
3.0,bar,NOUN,5.0,bar,NOUN,nmod,2.0,after,4,2,2,0,Dk5_B.conllu
3.0,bar,NOUN,7.0,rasišn,NOUN,conj,4.0,after,4,3,2,0,Dk5_B.conllu
3.0,bar,NOUN,11.0,sālīg,ADJ,amod,8.0,after,4,2,1,0,Dk5_B.conllu
5.0,bar,NOUN,4.0,ō,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
7.0,rasišn,NOUN,6.0,ud,CCONJ,cc,1.0,before,2,1,2,0,Dk5_B.conllu
7.0,rasišn,NOUN,9.0,rasišn,NOUN,nmod,2.0,after,2,2,2,0,Dk5_B.conllu
9.0,rasišn,NOUN,8.0,ō,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
12.0,parrēxt,NOUN,1.0,ud,CCONJ,cc,11.0,before,6,1,2,0,Dk5_B.conllu
12.0,parrēxt,NOUN,3.0,bar,NOUN,obl,9.0,before,6,5,2,0,Dk5_B.conllu
12.0,parrēxt,NOUN,19.0,frēzwānīg,NOUN,nmod,7.0,after,6,5,1,0,Dk5_B.conllu
12.0,parrēxt,NOUN,21.0,parwarišnīgīh,NOUN,nmod,9.0,after,6,3,2,0,Dk5_B.conllu
12.0,parrēxt,NOUN,25.0,frāy,ADV,advmod,13.0,after,6,4,2,0,Dk5_B.conllu
12.0,parrēxt,NOUN,32.0,bārestānīh,NOUN,obl,20.0,after,6,3,2,0,Dk5_B.conllu
18.0,rād,NOUN,16.0,ī,DET,det,2.0,before,2,1,2,0,Dk5_B.conllu
18.0,rād,NOUN,17.0,ōy,DET,det,1.0,before,2,1,2,0,Dk5_B.conllu
19.0,frēzwānīg,NOUN,13.0,ī,DET,det,6.0,before,4,1,2,0,Dk5_B.conllu
19.0,frēzwānīg,NOUN,14.0,az1,ADP,case,5.0,before,4,1,2,0,Dk5_B.conllu
19.0,frēzwānīg,NOUN,15.0,awēšān,DET,det,4.0,before,4,1,2,0,Dk5_B.conllu
19.0,frēzwānīg,NOUN,18.0,rād,NOUN,nmod,1.0,before,4,3,1,0,Dk5_B.conllu
21.0,parwarišnīgīh,NOUN,20.0,andar,ADP,case,1.0,before,2,1,2,0,Dk5_B.conllu
21.0,parwarišnīgīh,NOUN,23.0,xwēš,PRON,amod,2.0,after,2,2,1,0,Dk5_B.conllu
23.0,xwēš,PRON,22.0,ī,DET,det,1.0,before,1,1,2,0,Dk5_B.conllu
29.0,sāl,NOUN,28.0,andar,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
31.0,pih,NOUN,27.0,az1,ADP,case,4.0,before,3,1,2,0,Dk5_B.conllu
31.0,pih,NOUN,29.0,sāl,NOUN,nmod,2.0,before,3,2,2,0,Dk5_B.conllu
31.0,pih,NOUN,30.0,dō,NUM,nummod,1.0,before,3,1,2,0,Dk5_B.conllu
32.0,bārestānīh,NOUN,33.0,driyōš,NOUN,nmod,1.0,after,2,1,2,0,Dk5_B.conllu
32.0,bārestānīh,NOUN,34.0,rāy,ADP,case,2.0,after,2,1,2,0,Dk5_B.conllu
2.0,ag-dēn,NOUN,1.0,ō,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
6.0,rēštagīh,NOUN,4.0,awēšān,PRON,nmod,2.0,before,2,1,2,0,Dk5_B.conllu
6.0,rēštagīh,NOUN,5.0,az1,ADP,case,1.0,before,2,1,2,0,Dk5_B.conllu
8.0,bīm,NOUN,3.0,ka,SCONJ,mark,5.0,before,2,1,2,0,Dk5_B.conllu
8.0,bīm,NOUN,7.0,madan,VERB,nmod,1.0,before,2,2,2,1,Dk5_B.conllu
9.0,gursagīh,NOUN,11.0,tišnīh,NOUN,conj,2.0,after,3,2,2,0,Dk5_B.conllu
9.0,gursagīh,NOUN,13.0,sarmāg,NOUN,conj,4.0,after,3,2,2,0,Dk5_B.conllu
9.0,gursagīh,NOUN,15.0,garmāg,NOUN,conj,6.0,after,3,2,2,0,Dk5_B.conllu
11.0,tišnīh,NOUN,10.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
13.0,sarmāg,NOUN,12.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
15.0,garmāg,NOUN,14.0,ud,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
4.0,margarzān,NOUN,2.0,ō,ADP,case,2.0,before,2,1,2,0,Dk5_B.conllu
4.0,margarzān,NOUN,3.0,=iz,ADV,advmod,1.0,before,2,1,2,0,Dk5_B.conllu
6.0,meh-dādestān,NOUN,5.0,pad,ADP,case,1.0,before,3,1,2,0,Dk5_B.conllu
6.0,meh-dādestān,NOUN,8.0,bīm,NOUN,conj,2.0,after,3,2,2,0,Dk5_B.conllu
6.0,meh-dādestān,NOUN,10.0,a-čār,ADJ,conj,4.0,after,3,2,2,0,Dk5_B.conllu
8.0,bīm,NOUN,7.0,ayāb,CCONJ,cc,1.0,before,1,1,2,0,Dk5_B.conllu
3.0,arzānīgān,NOUN,2.0,ō,ADP,case,1.0,before,1,1,2,0,Dk5_B.conllu
